Gene	data1	random_number
group_1277	gene	6534
group_1278	gene	6535
group_1281	gene	6536
group_1283	gene	6537
group_1289	gene	6538
group_1291	gene	6539
group_1300	gene	6540
group_1303	gene	6541
group_1305	gene	6542
group_1313	gene	6543
group_1316	gene	6544
group_132	gene	6545
group_1324	gene	6546
group_1325	gene	6547
group_1326	gene	6548
group_1328	gene	6549
group_1337	gene	6550
group_1343	gene	6551
group_1350	gene	6552
group_1352	gene	6553
group_1354	gene	6554
group_1355	gene	6555
group_1356	gene	6556
group_136	gene	6557
group_1363	gene	6558
group_1367	gene	6559
group_1368	gene	6560
group_1369	gene	6561
group_1370	gene	6562
group_1386	gene	6563
group_1394	gene	6564
group_1395	gene	6565
group_1396	gene	6566
group_1397	gene	6567
group_1398	gene	6568
group_140	gene	6569
group_1400	gene	6570
group_1404	gene	6571
group_1406	gene	6572
group_1417	gene	6573
group_1419	gene	6574
group_1425	gene	6575
group_143	gene	6576
group_1431	gene	6577
rlmCD_3	gene	6578
group_1437	gene	6579
group_1442	gene	6580
group_1445	gene	6581
group_1446	gene	6582
group_1447	gene	6583
group_1448	gene	6584
group_1449	gene	6585
group_1451	gene	6586
group_1453	gene	6587
group_1454	gene	6588
group_1456	gene	6589
group_1458	gene	6590
group_1462	gene	6591
group_1469	gene	6592
group_1474	gene	6593
group_1484	gene	6594
group_1485	gene	6595
group_1486	gene	6596
group_1489	gene	6597
group_1493	gene	6598
group_1498	gene	6599
group_1502	gene	6600
group_1503	gene	6601
group_1508	gene	6602
group_1513	gene	6603
group_1514	gene	6604
group_152	gene	6605
group_1521	gene	6606
group_1529	gene	6607
group_1530	gene	6608
group_1533	gene	6609
group_1534	gene	6610
group_1536	gene	6611
group_1537	gene	6612
group_1539	gene	6613
group_1543	gene	6614
group_1547	gene	6615
group_1548	gene	6616
group_1552	gene	6617
group_1553	gene	6618
prmA_1	gene	6619
group_1563	gene	6620
group_1564	gene	6621
group_1565	gene	6622
group_1566	gene	6623
group_1567	gene	6624
group_1571	gene	6625
group_1573	gene	6626
group_1575	gene	6627
group_1579	gene	6628
group_1580	gene	6629
group_1582	gene	6630
group_1584	gene	6631
group_1588	gene	6632
group_1592	gene	6633
group_1596	gene	6634
group_1597	gene	6635
group_1601	gene	6636
group_1602	gene	6637
group_1605	gene	6638
group_1607	gene	6639
group_1610	gene	6640
group_1612	gene	6641
group_1622	gene	6642
group_1623	gene	6643
group_1625	gene	6644
group_163	gene	6645
group_1632	gene	6646
group_1637	gene	6647
group_1638	gene	6648
group_1644	gene	6649
group_165	gene	6650
trpF_2	gene	6651
group_1651	gene	6652
group_1653	gene	6653
group_1657	gene	6654
group_1660	gene	6655
group_1661	gene	6656
group_1664	gene	6657
strH_3	gene	6658
yodJ_2	gene	6659
group_167	gene	6660
group_1670	gene	6661
group_1671	gene	6662
group_1672	gene	6663
group_1673	gene	6664
group_1674	gene	6665
group_1689	gene	6666
group_1690	gene	6667
group_1691	gene	6668
group_1696	gene	6669
tuaA	gene	6670
group_1703	gene	6671
group_1707	gene	6672
group_1708	gene	6673
group_1714	gene	6674
group_1715	gene	6675
argG_1	gene	6676
group_1726	gene	6677
group_1729	gene	6678
group_1730	gene	6679
group_1737	gene	6680
group_1744	gene	6681
group_1749	gene	6682
group_1770	gene	6683
group_1771	gene	6684
group_1772	gene	6685
group_1774	gene	6686
group_1780	gene	6687
group_1787	gene	6688
group_1789	gene	6689
group_1790	gene	6690
group_1794	gene	6691
glxK_1	gene	6692
group_1799	gene	6693
group_1800	gene	6694
group_1802	gene	6695
group_1803	gene	6696
group_1805	gene	6697
group_1808	gene	6698
group_1811	gene	6699
group_1817	gene	6700
group_1819	gene	6701
group_1833	gene	6702
group_1837	gene	6703
group_1839	gene	6704
group_1840	gene	6705
group_1841	gene	6706
group_1842	gene	6707
group_1846	gene	6708
group_1849	gene	6709
group_1851	gene	6710
group_1858	gene	6711
group_1862	gene	6712
adeP	gene	6713
adeQ	gene	6714
group_1865	gene	6715
adeQ_2	gene	6716
group_1868	gene	6717
group_1874	gene	6718
group_1875	gene	6719
group_1876	gene	6720
group_1878	gene	6721
group_188	gene	6722
group_1883	gene	6723
catE_2	gene	6724
group_1894	gene	6725
group_19	gene	6726
group_1900	gene	6727
group_1901	gene	6728
group_1902	gene	6729
group_1905	gene	6730
group_1910	gene	6731
group_1911	gene	6732
group_1912	gene	6733
group_1914	gene	6734
group_1925	gene	6735
group_1928	gene	6736
group_1931	gene	6737
group_1932	gene	6738
group_1934	gene	6739
group_1936	gene	6740
group_1937	gene	6741
group_1941	gene	6742
thrC_2	gene	6743
group_1948	gene	6744
group_1955	gene	6745
group_1957	gene	6746
group_1960	gene	6747
group_1964	gene	6748
group_197	gene	6749
group_1972	gene	6750
group_1974	gene	6751
group_1975	gene	6752
group_1977	gene	6753
group_198	gene	6754
group_1986	gene	6755
group_1996	gene	6756
group_2	gene	6757
group_20	gene	6758
group_200	gene	6759
group_2002	gene	6760
group_2004	gene	6761
group_201	gene	6762
group_2010	gene	6763
group_2014	gene	6764
group_2017	gene	6765
group_2020	gene	6766
group_2021	gene	6767
group_2039	gene	6768
group_2045	gene	6769
group_2051	gene	6770
group_2052	gene	6771
group_2057	gene	6772
group_2065	gene	6773
bmrA_2	gene	6774
group_207	gene	6775
group_2072	gene	6776
group_2078	gene	6777
group_2080	gene	6778
group_2083	gene	6779
group_2085	gene	6780
group_2087	gene	6781
group_2089	gene	6782
group_2094	gene	6783
group_2098	gene	6784
group_21	gene	6785
group_210	gene	6786
group_2103	gene	6787
group_2104	gene	6788
group_211	gene	6789
group_2112	gene	6790
group_2113	gene	6791
group_2114	gene	6792
group_2116	gene	6793
group_2119	gene	6794
group_212	gene	6795
group_2124	gene	6796
group_2126	gene	6797
group_2133	gene	6798
group_2135	gene	6799
group_2137	gene	6800
group_2139	gene	6801
group_2142	gene	6802
group_2145	gene	6803
pbpX_3	gene	6804
group_2148	gene	6805
group_2149	gene	6806
group_2150	gene	6807
group_2154	gene	6808
group_2157	gene	6809
group_2165	gene	6810
group_2176	gene	6811
group_2184	gene	6812
group_2186	gene	6813
group_219	gene	6814
group_2190	gene	6815
group_2194	gene	6816
group_2195	gene	6817
group_2205	gene	6818
group_2214	gene	6819
group_2215	gene	6820
group_2216	gene	6821
group_2218	gene	6822
pdp_2	gene	6823
group_2225	gene	6824
group_2232	gene	6825
group_2235	gene	6826
group_2238	gene	6827
group_2240	gene	6828
group_2241	gene	6829
group_2242	gene	6830
group_2244	gene	6831
group_2248	gene	6832
group_2253	gene	6833
group_2256	gene	6834
group_2258	gene	6835
group_2259	gene	6836
group_2266	gene	6837
group_2267	gene	6838
group_2272	gene	6839
group_2280	gene	6840
group_2281	gene	6841
group_2295	gene	6842
group_2297	gene	6843
group_23	gene	6844
group_2302	gene	6845
group_2303	gene	6846
group_2304	gene	6847
group_2305	gene	6848
group_2310	gene	6849
group_2311	gene	6850
group_2314	gene	6851
group_232	gene	6852
group_2327	gene	6853
group_2335	gene	6854
group_2341	gene	6855
group_2343	gene	6856
group_2344	gene	6857
group_2349	gene	6858
group_2350	gene	6859
group_2351	gene	6860
group_2352	gene	6861
group_2353	gene	6862
group_2354	gene	6863
group_2363	gene	6864
group_2365	gene	6865
group_2366	gene	6866
group_2367	gene	6867
group_2368	gene	6868
group_2370	gene	6869
group_2376	gene	6870
group_2377	gene	6871
group_2378	gene	6872
group_2383	gene	6873
group_2385	gene	6874
group_2387	gene	6875
group_2390	gene	6876
group_2391	gene	6877
group_2396	gene	6878
group_2397	gene	6879
group_240	gene	6880
group_2400	gene	6881
group_241	gene	6882
group_2410	gene	6883
group_2412	gene	6884
group_2413	gene	6885
group_2415	gene	6886
group_2417	gene	6887
group_2419	gene	6888
group_2422	gene	6889
glnP_3	gene	6890
group_2433	gene	6891
group_2446	gene	6892
group_245	gene	6893
group_2450	gene	6894
group_2452	gene	6895
group_2464	gene	6896
group_2465	gene	6897
group_2466	gene	6898
group_247	gene	6899
group_2474	gene	6900
group_2478	gene	6901
group_2482	gene	6902
group_2484	gene	6903
group_2488	gene	6904
group_2489	gene	6905
group_2490	gene	6906
group_2496	gene	6907
group_2499	gene	6908
group_2501	gene	6909
group_2503	gene	6910
group_2506	gene	6911
rmlD_3	gene	6912
group_2508	gene	6913
group_251	gene	6914
group_2512	gene	6915
rmlD_1	gene	6916
recU_1	gene	6917
group_2521	gene	6918
group_2524	gene	6919
group_2527	gene	6920
group_2533	gene	6921
group_2544	gene	6922
group_2547	gene	6923
group_255	gene	6924
group_2550	gene	6925
group_2552	gene	6926
group_2553	gene	6927
group_2557	gene	6928
group_2560	gene	6929
group_2562	gene	6930
mraY_2	gene	6931
group_2569	gene	6932
group_2572	gene	6933
leuS_1	gene	6934
group_2574	gene	6935
group_2578	gene	6936
rimI_2	gene	6937
group_2591	gene	6938
group_2596	gene	6939
group_2599	gene	6940
group_2601	gene	6941
group_2602	gene	6942
group_2604	gene	6943
group_2611	gene	6944
group_2612	gene	6945
group_2614	gene	6946
group_2615	gene	6947
group_2616	gene	6948
group_2621	gene	6949
group_2622	gene	6950
pstB2	gene	6951
clpE_2	gene	6952
group_2646	gene	6953
group_2649	gene	6954
group_2651	gene	6955
group_2653	gene	6956
group_2657	gene	6957
group_2660	gene	6958
group_2664	gene	6959
group_2669	gene	6960
group_267	gene	6961
group_2678	gene	6962
group_2681	gene	6963
group_2687	gene	6964
trkH	gene	6965
agrA_3	gene	6966
valS_2	gene	6967
valS_1	gene	6968
group_2712	gene	6969
group_2714	gene	6970
group_2715	gene	6971
group_2725	gene	6972
group_2726	gene	6973
group_2727	gene	6974
group_2731	gene	6975
group_2732	gene	6976
group_2738	gene	6977
group_2744	gene	6978
group_2745	gene	6979
group_2748	gene	6980
group_276	gene	6981
group_2762	gene	6982
group_2765	gene	6983
group_2768	gene	6984
group_277	gene	6985
group_2773	gene	6986
glpK_2	gene	6987
group_2778	gene	6988
group_278	gene	6989
group_2783	gene	6990
group_2791	gene	6991
trmFO_2	gene	6992
lacG_3	gene	6993
group_2796	gene	6994
group_2799	gene	6995
group_280	gene	6996
group_2800	gene	6997
group_2802	gene	6998
group_2803	gene	6999
zinT	gene	7000
ulaE_1	gene	7001
group_2812	gene	7002
group_2816	gene	7003
group_282	gene	7004
group_2824	gene	7005
group_2825	gene	7006
group_2826	gene	7007
group_283	gene	7008
group_2834	gene	7009
group_2835	gene	7010
group_2836	gene	7011
group_284	gene	7012
group_2842	gene	7013
group_2844	gene	7014
group_2846	gene	7015
group_2851	gene	7016
group_2861	gene	7017
gtf2	gene	7018
group_2869	gene	7019
group_2873	gene	7020
group_2876	gene	7021
uvrB_3	gene	7022
pobB	gene	7023
group_2891	gene	7024
group_2895	gene	7025
group_2913	gene	7026
ecfA2_2	gene	7027
group_2919	gene	7028
group_2920	gene	7029
group_2924	gene	7030
group_2934	gene	7031
group_2940	gene	7032
group_2941	gene	7033
group_2942	gene	7034
irtA_2	gene	7035
group_2949	gene	7036
group_2950	gene	7037
group_2951	gene	7038
group_2959	gene	7039
group_2962	gene	7040
sulD_2	gene	7041
group_2968	gene	7042
group_2975	gene	7043
group_2981	gene	7044
gmuF	gene	7045
group_2988	gene	7046
murG_2	gene	7047
peb1A_2	gene	7048
niaX_2	gene	7049
group_300	gene	7050
group_3012	gene	7051
group_3013	gene	7052
group_3016	gene	7053
group_3020	gene	7054
group_3021	gene	7055
group_3026	gene	7056
group_3029	gene	7057
group_303	gene	7058
group_3034	gene	7059
group_3038	gene	7060
group_3039	gene	7061
group_3042	gene	7062
group_3045	gene	7063
group_3046	gene	7064
group_3052	gene	7065
group_3054	gene	7066
group_3055	gene	7067
group_3056	gene	7068
group_3057	gene	7069
group_3059	gene	7070
group_3060	gene	7071
group_3061	gene	7072
group_3062	gene	7073
group_3063	gene	7074
group_3067	gene	7075
mapZ_2	gene	7076
group_3070	gene	7077
group_3073	gene	7078
group_3075	gene	7079
group_3076	gene	7080
group_3078	gene	7081
group_3079	gene	7082
ybjI_1	gene	7083
group_3093	gene	7084
group_3094	gene	7085
group_310	gene	7086
group_3100	gene	7087
group_3105	gene	7088
group_3111	gene	7089
group_3113	gene	7090
group_3116	gene	7091
group_3119	gene	7092
group_3121	gene	7093
group_3122	gene	7094
group_3123	gene	7095
group_3126	gene	7096
group_3128	gene	7097
group_3130	gene	7098
group_3131	gene	7099
group_3138	gene	7100
group_3142	gene	7101
group_3146	gene	7102
group_3147	gene	7103
group_3160	gene	7104
clpC_3	gene	7105
clpB1	gene	7106
group_3177	gene	7107
group_3182	gene	7108
group_32	gene	7109
group_3200	gene	7110
group_3208	gene	7111
group_3210	gene	7112
group_3211	gene	7113
group_3214	gene	7114
group_3215	gene	7115
group_3220	gene	7116
group_3221	gene	7117
dnaI_2	gene	7118
galT_3	gene	7119
group_3239	gene	7120
opuCA	gene	7121
group_3245	gene	7122
group_3247	gene	7123
group_3248	gene	7124
group_3249	gene	7125
group_3251	gene	7126
group_3255	gene	7127
group_3256	gene	7128
group_326	gene	7129
group_3260	gene	7130
ydfG_2	gene	7131
group_327	gene	7132
group_3270	gene	7133
ycfH_2	gene	7134
group_3275	gene	7135
group_3277	gene	7136
group_328	gene	7137
rluB_2	gene	7138
group_3287	gene	7139
group_3289	gene	7140
group_329	gene	7141
group_3299	gene	7142
group_33	gene	7143
group_330	gene	7144
plsX_1	gene	7145
group_3303	gene	7146
plsX_2	gene	7147
group_3307	gene	7148
deoC2	gene	7149
deoC_2	gene	7150
group_3311	gene	7151
group_3314	gene	7152
thiM_3	gene	7153
group_3327	gene	7154
group_3333	gene	7155
group_3335	gene	7156
group_3336	gene	7157
group_334	gene	7158
group_3341	gene	7159
group_3346	gene	7160
recR_2	gene	7161
group_3348	gene	7162
group_3350	gene	7163
ddl_2	gene	7164
group_3357	gene	7165
group_3364	gene	7166
group_3365	gene	7167
group_3366	gene	7168
group_3367	gene	7169
argR_4	gene	7170
group_3370	gene	7171
rsmI_2	gene	7172
group_3380	gene	7173
group_3382	gene	7174
mutM_2	gene	7175
group_3386	gene	7176
group_3395	gene	7177
group_340	gene	7178
group_341	gene	7179
group_3410	gene	7180
group_3416	gene	7181
rpsA_3	gene	7182
group_342	gene	7183
group_3421	gene	7184
group_3425	gene	7185
group_3430	gene	7186
group_3431	gene	7187
group_3434	gene	7188
group_3439	gene	7189
lafA_1	gene	7190
sacY	gene	7191
licT_3	gene	7192
group_3446	gene	7193
group_3449	gene	7194
group_345	gene	7195
group_3453	gene	7196
group_3454	gene	7197
group_346	gene	7198
group_3461	gene	7199
group_3462	gene	7200
ruvB_2	gene	7201
group_3471	gene	7202
group_3472	gene	7203
group_3473	gene	7204
group_3483	gene	7205
group_35	gene	7206
group_3500	gene	7207
group_3506	gene	7208
group_351	gene	7209
der_3	gene	7210
group_3529	gene	7211
group_3530	gene	7212
dpnC_2	gene	7213
group_3539	gene	7214
group_3545	gene	7215
group_3548	gene	7216
group_3549	gene	7217
group_3550	gene	7218
group_3552	gene	7219
group_3554	gene	7220
group_3563	gene	7221
group_3566	gene	7222
ugl_2	gene	7223
dgoA	gene	7224
group_3572	gene	7225
yitU_2	gene	7226
glmS_2	gene	7227
group_3581	gene	7228
srlR_3	gene	7229
group_3590	gene	7230
manX_4	gene	7231
group_3593	gene	7232
group_3595	gene	7233
group_3596	gene	7234
group_36	gene	7235
group_360	gene	7236
group_3604	gene	7237
murD_1	gene	7238
murD_2	gene	7239
group_361	gene	7240
metE_2	gene	7241
group_3617	gene	7242
group_3620	gene	7243
rsmG_1	gene	7244
rsmG_2	gene	7245
niaR_2	gene	7246
group_3627	gene	7247
group_3629	gene	7248
group_3630	gene	7249
group_3631	gene	7250
coaBC_3	gene	7251
group_3644	gene	7252
pdxK_2	gene	7253
group_365	gene	7254
group_366	gene	7255
group_3665	gene	7256
group_3669	gene	7257
lacB_2	gene	7258
glnQ_7	gene	7259
group_3677	gene	7260
tadA_2	gene	7261
group_3685	gene	7262
group_3689	gene	7263
group_3691	gene	7264
group_3692	gene	7265
group_3693	gene	7266
yhdG_1	gene	7267
group_3706	gene	7268
group_3710	gene	7269
group_3711	gene	7270
group_3722	gene	7271
group_3734	gene	7272
glyA_2	gene	7273
group_3740	gene	7274
group_3743	gene	7275
group_3745	gene	7276
group_3746	gene	7277
group_376	gene	7278
group_3763	gene	7279
group_3767	gene	7280
group_3769	gene	7281
group_3770	gene	7282
group_3772	gene	7283
group_3773	gene	7284
group_3783	gene	7285
group_3788	gene	7286
group_379	gene	7287
group_3797	gene	7288
group_380	gene	7289
banIM	gene	7290
treR_2	gene	7291
aroE_2	gene	7292
group_3822	gene	7293
nadE_1	gene	7294
group_3830	gene	7295
group_3832	gene	7296
group_3834	gene	7297
group_3841	gene	7298
trpE_2	gene	7299
yheI_2	gene	7300
group_3863	gene	7301
groL_2	gene	7302
group_3865	gene	7303
group_3873	gene	7304
group_3877	gene	7305
sorD	gene	7306
group_3882	gene	7307
agaC_2	gene	7308
group_3887	gene	7309
kdgK_2	gene	7310
mnmG_2	gene	7311
mnmG_1	gene	7312
group_3903	gene	7313
sorB_3	gene	7314
group_391	gene	7315
levE_3	gene	7316
group_3916	gene	7317
cdd_3	gene	7318
group_392	gene	7319
group_3928	gene	7320
cysE_3	gene	7321
cysE_2	gene	7322
metF_2	gene	7323
gdh_2	gene	7324
group_3945	gene	7325
group_3947	gene	7326
zwf_2	gene	7327
group_3964	gene	7328
group_3966	gene	7329
ctpE_2	gene	7330
hmpT_2	gene	7331
group_3975	gene	7332
group_3980	gene	7333
group_3981	gene	7334
cdaA_2	gene	7335
group_3988	gene	7336
group_3992	gene	7337
group_3995	gene	7338
proC_2	gene	7339
dgkA_2	gene	7340
dgkA_1	gene	7341
lacE_4	gene	7342
group_401	gene	7343
group_4012	gene	7344
group_4016	gene	7345
vraR	gene	7346
group_402	gene	7347
group_4023	gene	7348
group_4026	gene	7349
tdk_2	gene	7350
group_4051	gene	7351
group_4052	gene	7352
group_4054	gene	7353
group_4055	gene	7354
ydiO	gene	7355
group_4064	gene	7356
group_4070	gene	7357
group_4077	gene	7358
galK_3	gene	7359
group_4083	gene	7360
group_4086	gene	7361
group_4090	gene	7362
group_4095	gene	7363
group_4096	gene	7364
group_4097	gene	7365
iga_5	gene	7366
group_4109	gene	7367
group_4118	gene	7368
group_412	gene	7369
group_4120	gene	7370
group_4121	gene	7371
group_4123	gene	7372
group_4130	gene	7373
group_4138	gene	7374
group_4153	gene	7375
group_4156	gene	7376
group_4160	gene	7377
group_4161	gene	7378
group_4162	gene	7379
group_4165	gene	7380
group_4167	gene	7381
group_4176	gene	7382
group_4177	gene	7383
group_4179	gene	7384
group_4182	gene	7385
group_4185	gene	7386
group_4188	gene	7387
group_4191	gene	7388
group_4192	gene	7389
group_4199	gene	7390
group_42	gene	7391
group_4208	gene	7392
group_4216	gene	7393
group_4217	gene	7394
group_422	gene	7395
group_4234	gene	7396
recG_2	gene	7397
group_4254	gene	7398
group_4258	gene	7399
yhaM_2	gene	7400
group_4264	gene	7401
group_4268	gene	7402
licC_7	gene	7403
group_4278	gene	7404
group_4280	gene	7405
group_4283	gene	7406
group_429	gene	7407
folD_2	gene	7408
glnQ_6	gene	7409
gor_2	gene	7410
group_4302	gene	7411
group_4303	gene	7412
carB_1	gene	7413
group_4328	gene	7414
panT_2	gene	7415
truB_2	gene	7416
guaB_3	gene	7417
group_4337	gene	7418
group_4344	gene	7419
group_4352	gene	7420
truA_2	gene	7421
group_4365	gene	7422
group_4370	gene	7423
gluP_2	gene	7424
group_4377	gene	7425
rnr_2	gene	7426
group_4387	gene	7427
group_4390	gene	7428
gatA_3	gene	7429
group_4397	gene	7430
group_4398	gene	7431
group_440	gene	7432
group_4401	gene	7433
group_4404	gene	7434
group_441	gene	7435
ulaD_1	gene	7436
radA_2	gene	7437
group_4434	gene	7438
group_4435	gene	7439
group_4440	gene	7440
group_4458	gene	7441
group_448	gene	7442
yhdJ_1	gene	7443
group_449	gene	7444
group_4493	gene	7445
group_4494	gene	7446
group_4495	gene	7447
group_4496	gene	7448
group_4497	gene	7449
group_4512	gene	7450
group_4514	gene	7451
group_452	gene	7452
group_453	gene	7453
group_4535	gene	7454
group_4537	gene	7455
group_4538	gene	7456
group_4542	gene	7457
group_4543	gene	7458
group_4545	gene	7459
group_455	gene	7460
group_4551	gene	7461
hhaIM_2	gene	7462
group_456	gene	7463
group_4578	gene	7464
group_459	gene	7465
aroB_2	gene	7466
group_460	gene	7467
group_461	gene	7468
group_4611	gene	7469
rimP_2	gene	7470
rbfA_2	gene	7471
mvaA_2	gene	7472
group_4627	gene	7473
group_4629	gene	7474
group_4634	gene	7475
group_4635	gene	7476
celA_4	gene	7477
group_464	gene	7478
group_4640	gene	7479
group_4645	gene	7480
pnuC_3	gene	7481
dppB	gene	7482
rsgA_2	gene	7483
group_4671	gene	7484
ruvA_2	gene	7485
bga_2	gene	7486
purC_2	gene	7487
group_4687	gene	7488
group_4697	gene	7489
group_4704	gene	7490
lrp_1	gene	7491
group_4732	gene	7492
group_4736	gene	7493
group_474	gene	7494
ispA	gene	7495
group_4747	gene	7496
group_4748	gene	7497
group_4751	gene	7498
group_4754	gene	7499
group_476	gene	7500
group_4765	gene	7501
pepQ_2	gene	7502
group_477	gene	7503
oxyR	gene	7504
group_4789	gene	7505
group_4790	gene	7506
group_4802	gene	7507
fabZ_2	gene	7508
group_4814	gene	7509
rlmL_2	gene	7510
luxS_2	gene	7511
group_483	gene	7512
group_4830	gene	7513
group_4833	gene	7514
group_4836	gene	7515
mnmE_1	gene	7516
dapA_2	gene	7517
group_4849	gene	7518
group_485	gene	7519
group_4856	gene	7520
group_486	gene	7521
dut_2	gene	7522
group_4861	gene	7523
group_4878	gene	7524
group_4900	gene	7525
group_4903	gene	7526
group_4918	gene	7527
group_493	gene	7528
group_494	gene	7529
group_4943	gene	7530
group_495	gene	7531
group_4955	gene	7532
group_4956	gene	7533
group_4963	gene	7534
group_4974	gene	7535
group_4976	gene	7536
group_4979	gene	7537
group_4980	gene	7538
group_4984	gene	7539
group_4986	gene	7540
group_4999	gene	7541
group_5	gene	7542
group_5008	gene	7543
group_5010	gene	7544
group_5017	gene	7545
group_502	gene	7546
group_5022	gene	7547
group_5023	gene	7548
group_504	gene	7549
group_5040	gene	7550
group_5041	gene	7551
group_5044	gene	7552
ssb_4	gene	7553
group_5055	gene	7554
group_5056	gene	7555
group_5057	gene	7556
group_5069	gene	7557
group_507	gene	7558
recN_2	gene	7559
group_5076	gene	7560
group_5080	gene	7561
group_5086	gene	7562
group_5089	gene	7563
group_5103	gene	7564
group_5108	gene	7565
group_511	gene	7566
group_5113	gene	7567
group_5114	gene	7568
group_5115	gene	7569
group_5116	gene	7570
group_5118	gene	7571
group_5119	gene	7572
group_5126	gene	7573
nagB_2	gene	7574
group_5158	gene	7575
group_5159	gene	7576
pyrG_2	gene	7577
group_517	gene	7578
group_5186	gene	7579
group_5192	gene	7580
acyP_2	gene	7581
group_520	gene	7582
regX3_2	gene	7583
group_5292	gene	7584
whiA_1	gene	7585
group_53	gene	7586
group_5306	gene	7587
group_531	gene	7588
yabA_2	gene	7589
group_532	gene	7590
group_5326	gene	7591
group_533	gene	7592
group_535	gene	7593
xylH_1	gene	7594
group_5385	gene	7595
group_54	gene	7596
group_5427	gene	7597
yoeB_2	gene	7598
group_5439	gene	7599
group_544	gene	7600
group_5470	gene	7601
group_5475	gene	7602
group_5510	gene	7603
group_5511	gene	7604
group_5513	gene	7605
group_5592	gene	7606
group_5593	gene	7607
group_5595	gene	7608
group_56	gene	7609
group_563	gene	7610
group_5646	gene	7611
group_5658	gene	7612
group_566	gene	7613
group_5672	gene	7614
fliY_2	gene	7615
group_57	gene	7616
group_574	gene	7617
group_584	gene	7618
group_585	gene	7619
group_5968	gene	7620
group_5969	gene	7621
glyQ_2	gene	7622
group_5975	gene	7623
group_5978	gene	7624
group_6	gene	7625
group_6008	gene	7626
group_601	gene	7627
group_607	gene	7628
group_6110	gene	7629
group_6127	gene	7630
group_6129	gene	7631
group_6131	gene	7632
group_6137	gene	7633
group_6138	gene	7634
group_6143	gene	7635
group_6145	gene	7636
group_6147	gene	7637
group_6149	gene	7638
group_615	gene	7639
group_6151	gene	7640
group_6152	gene	7641
group_6155	gene	7642
group_6156	gene	7643
group_6157	gene	7644
group_616	gene	7645
group_6161	gene	7646
group_6162	gene	7647
group_618	gene	7648
group_6183	gene	7649
group_619	gene	7650
group_6191	gene	7651
group_6192	gene	7652
group_6194	gene	7653
group_6195	gene	7654
group_6197	gene	7655
group_6202	gene	7656
group_6203	gene	7657
group_6205	gene	7658
group_6209	gene	7659
group_6210	gene	7660
group_6211	gene	7661
group_6237	gene	7662
group_626	gene	7663
group_627	gene	7664
group_6296	gene	7665
group_6313	gene	7666
group_6338	gene	7667
group_6340	gene	7668
group_6343	gene	7669
group_6344	gene	7670
group_6345	gene	7671
group_6347	gene	7672
group_6349	gene	7673
group_6350	gene	7674
aphA	gene	7675
wecD	gene	7676
group_6359	gene	7677
group_6360	gene	7678
group_6361	gene	7679
group_6362	gene	7680
group_6363	gene	7681
group_6364	gene	7682
group_6365	gene	7683
group_6366	gene	7684
group_6367	gene	7685
group_6376	gene	7686
group_6377	gene	7687
group_6385	gene	7688
group_6387	gene	7689
group_6389	gene	7690
group_6391	gene	7691
group_6393	gene	7692
group_6395	gene	7693
group_6397	gene	7694
group_6399	gene	7695
group_6400	gene	7696
group_6402	gene	7697
group_6404	gene	7698
group_6406	gene	7699
group_643	gene	7700
group_6432	gene	7701
group_6441	gene	7702
group_646	gene	7703
group_650	gene	7704
group_6553	gene	7705
group_6570	gene	7706
group_6571	gene	7707
group_6572	gene	7708
group_6573	gene	7709
group_6574	gene	7710
group_6575	gene	7711
group_6576	gene	7712
group_6579	gene	7713
group_6581	gene	7714
dnaC_4	gene	7715
group_6587	gene	7716
group_6588	gene	7717
sacX	gene	7718
group_6590	gene	7719
group_6606	gene	7720
group_6609	gene	7721
group_6610	gene	7722
group_6619	gene	7723
group_6623	gene	7724
group_6630	gene	7725
group_6631	gene	7726
group_6632	gene	7727
group_6633	gene	7728
group_6635	gene	7729
group_6637	gene	7730
group_6638	gene	7731
group_664	gene	7732
group_6641	gene	7733
group_6657	gene	7734
group_6668	gene	7735
group_6669	gene	7736
group_667	gene	7737
group_6671	gene	7738
group_6691	gene	7739
group_67	gene	7740
group_670	gene	7741
group_6704	gene	7742
group_671	gene	7743
group_6714	gene	7744
group_6715	gene	7745
group_6716	gene	7746
group_6717	gene	7747
group_6719	gene	7748
group_6721	gene	7749
group_6725	gene	7750
group_6728	gene	7751
group_6732	gene	7752
natA_7	gene	7753
group_6737	gene	7754
ytrA_2	gene	7755
group_6741	gene	7756
group_6742	gene	7757
group_6743	gene	7758
group_6749	gene	7759
group_6750	gene	7760
rplL_2	gene	7761
group_6753	gene	7762
group_6755	gene	7763
group_6761	gene	7764
group_677	gene	7765
gph_4	gene	7766
group_6775	gene	7767
group_6777	gene	7768
group_6778	gene	7769
group_6779	gene	7770
group_6780	gene	7771
group_6782	gene	7772
yxeN_2	gene	7773
group_6785	gene	7774
relK	gene	7775
group_68	gene	7776
group_680	gene	7777
group_681	gene	7778
group_6810	gene	7779
group_6828	gene	7780
group_6831	gene	7781
group_6832	gene	7782
group_6834	gene	7783
group_6835	gene	7784
group_6836	gene	7785
group_6837	gene	7786
group_685	gene	7787
group_6853	gene	7788
group_6854	gene	7789
group_6861	gene	7790
group_6862	gene	7791
group_6863	gene	7792
group_6864	gene	7793
group_6865	gene	7794
group_6873	gene	7795
group_6888	gene	7796
group_694	gene	7797
group_6954	gene	7798
group_6955	gene	7799
group_6956	gene	7800
group_6957	gene	7801
group_6971	gene	7802
